"마트","바코드","상품명","이미지","규격","원가","실판매가","판매시작","판매종료","재고"
더마트 가야점,"8801019316104",해태)홈런볼4입,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801019316104,"",4280,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
더마트 가야점,"8801128503051",[팔도] 팔도비빔면,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fc1bce246-409d-4411-91dd-332c34389dd6%2Fc1bce246-409d-4411-91dd-332c34389dd6_front_angle_1000.jpg?alt=media&token=69fdeed8-c90a-40d7-bec4-a5936fc90062,"130g x 5개입",4980,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
탑플러스마트 구평점,"8801007636344",[햇반] 백미밥,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801007636344,"",9900,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
탑플러스마트 구평점,"8801007402345",백설*콩기름-1.8L,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801007402345,"1.8리터",9800,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
탑플러스마트 구평점,"8801037022322",[맥심] 모카커피믹스,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801037022322,"50T",11000,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
탑플러스마트 구평점,"8801052431499",[청정원] 홍초석류,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801052431499,"900ml",7980,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
탑플러스마트 구평점,"8801007102238",백설*하얀설탕3kg,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801007102238,"",7500,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
탑플러스마트 구평점,"880104303214802",농심 안성탕면5입+안성탕면5입,https://d2rrvvl2hhzoww.cloudfront.net/upload/260/189ae473-a028-41fd-a7cc-ad7e54e2da14_%EC%95%88%EC%84%B1.jpg,"5입+5입=2봉",12000,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
탑플러스마트 구평점,"8801392011887",비비고왕교자315G*2,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801392011887,"",6980,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
탑플러스마트 구평점,"880100740234502",백설*콩기름-1.8L *2입,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801007402345,"",11960,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
탑플러스마트 구평점,"8801039202371",해표)식용유1.8L,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801039202371,"",7980,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
탑플러스마트 구평점,"880139201188702",비비고왕교자315G*2 *2입,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801392011887,"",11960,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
탑플러스마트 구평점,"8801007102672",갈색설탕[3KG],https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801007102672,"3kg",9900,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
탑플러스마트 구평점,"8801392009068",깨끗한계란25구,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801392009068,"",9900,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
탑플러스마트 구평점,"880104306966302",신라면더레드멀티*2,https://d2rrvvl2hhzoww.cloudfront.net/upload/260/44360544-60a1-4e0d-a519-ebe7a73fab4e_%EB%A0%88%EB%93%9C.jpg,"2봉",10600,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
탑플러스마트 구평점,"8803628119138",뉴3겹데코엠보싱30롤,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%EB%9F%AD%ED%82%A4%EB%A7%88%ED%8A%B8%20%EA%B2%80%EC%95%94%EC%A0%90/8803628119138.jpg,"",9800,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
탑플러스마트 구평점,"8801007678702",고메치즈 크리스피핫도그,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801007678702,"",7580,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
행복식자재마트 마산점,"8801045446110",오뚜기프레스코포도씨0.5L,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801045446110,"0.5L",9900,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
행복식자재마트 마산점,"8801007823416",[햇반] 백미밥,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801007823416,"200g x 8개입",9900,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
행복식자재마트 마산점,"8801007795751",CJ/고메모짜렐라돈카츠,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801007795751,"",9900,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
행복식자재마트 마산점,"8809932800014",위생란(대란),https://s3.ap-northeast-2.amazonaws.com/stage.aswemake.qmarket.com/upload/8+%EA%B3%84%EB%9E%8030%EA%B5%AC+2.png,"",5980,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
행복식자재마트 마산점,"8805660129977",[삼포] 자연산골뱅이,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%EB%9F%AD%ED%82%A4%EB%A7%88%ED%8A%B8%20%EC%9D%98%EC%A0%95%EB%B6%80%EC%A0%90/8805660129977.jpg,"400g",9500,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
행복식자재마트 마산점,"8801007878874",[비비고] 시원 바지락칼국수 2인분,https://img.cjthemarket.com/images/file/product/595/20240705165126548.jpg?SF=webp,"642g",9500,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
행복식자재마트 마산점,"8801043020022",[농심] 감자면,https://m.nongshimmall.com/web/product/big/202407/41b5e1397a9d407a27a5097196b98a4e.jpg,"117g x 5개입",6500,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
행복식자재마트 마산점,"880993280001402",위생란(대란) *2판,https://s3.ap-northeast-2.amazonaws.com/stage.aswemake.qmarket.com/upload/15669905_1.jpg,"",11960,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
행복식자재마트 마산점,"8801037051179",맥심화이트50t,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801037051179,"590G",10900,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
행복식자재마트 마산점,"8801047305019",개성왕만두490g*2,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%EB%9F%AD%ED%82%A4%ED%95%A0%EC%9D%B8%EB%A7%88%ED%8A%B8%20%EA%B0%95%EB%82%A8%EC%A0%90/8801047305019.jpg,"",9900,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
행복식자재마트 마산점,"8801075010961",[해표] 순창궁 태양초고추장,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801075010961,"3kg",10900,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
대교마트 사직점,"8801117569310",오리온초코파이30입,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801117569310,"",9900,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
대교마트 사직점,"8801166035194",크)안심3겹키친타월120매*6롤,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%EC%97%90%EC%8A%A4%EC%9B%90%EC%8B%9D%EC%9E%90%EC%9E%AC%EB%A7%88%ED%8A%B8/KakaoTalk_20230622_145549328_11.jpg,"",11300,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
대교마트 사직점,"8802272000731",오경친환경란30구,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%ED%96%89%EB%B3%B5%ED%95%9C%EC%8B%9D%EC%9E%90%EC%9E%AC%EB%A7%88%ED%8A%B8%20%EC%A3%BC%EC%95%88%EC%A0%90/8809667950145.jpg,"",11000,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
대교마트 사직점,"8801051069143",페리오토탈7(스트롱)140g*3,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801051069143,"",9900,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
대교마트 사직점,"8801105995886",구론산바몬드오리지날스파클링150ml*10,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801105995886,"",9800,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
대교마트 사직점,"8801007519456",스팸*클래식기획(0.2*3입),https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%EB%9F%AD%ED%82%A4%EB%A7%88%ED%8A%B8+%EA%B2%80%EC%95%94%EC%A0%90/8801007519456.jpeg,"",9900,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
대교마트 사직점,"880104301526402",농심*짜파게티멀티(5입) *2봉,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%EB%9F%AD%ED%82%A4%EB%A7%88%ED%8A%B8%20%EA%B2%80%EC%95%94%EC%A0%90/8801043015264.jpg,"",10900,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
대교마트 사직점,"8801043015264",[농심] 올리브 짜파게티,https://d2rrvvl2hhzoww.cloudfront.net/upload/image/111/12607107-6eba-4b16-a6a1-2226f2b10dc0_짜파게티멀티.jpg,"",5800,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
대교마트 사직점,"8801007823416",햇반기획*(200g*8입),https://d2rrvvl2hhzoww.cloudfront.net/upload/126/8ea8eabb-28c7-4ebf-aa04-b24d0f254952_1.jpg,"",9800,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
대교마트 사직점,"8801073140578",[삼양] 불닭볶음면,https://sitem.ssgcdn.com/00/79/43/item/1000290437900_i1_750.jpg,"",5800,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
대교마트 사직점,"880107314057802",삼양불닭볶음면*5입 *2봉,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%EB%9F%AD%ED%82%A4%EB%A7%88%ED%8A%B8%20%EA%B2%80%EC%95%94%EC%A0%90/8801073140578.jpg,"",11600,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
대교마트 사직점,"8801007636344",[햇반] 백미밥,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801007636344,"",9900,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
대교마트 사직점,"8801128503051",[팔도] 팔도비빔면,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fc1bce246-409d-4411-91dd-332c34389dd6%2Fc1bce246-409d-4411-91dd-332c34389dd6_front_angle_1000.jpg?alt=media&token=69fdeed8-c90a-40d7-bec4-a5936fc90062,"",4500,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
대교마트 사직점,"8801117569419",오리온카스타드30p,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%EB%9F%AD%ED%82%A4%EB%A7%88%ED%8A%B8%20%EA%B2%80%EC%95%94%EC%A0%90/8801117569419.jfif,"",9900,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
시티마트 장전점,"8801007519456",CJ)스팸미드팩200gx3,https://d2rrvvl2hhzoww.cloudfront.net/upload/255/aa2d9625-b190-418e-a6b4-eaf1d870ec6f_%EB%8B%A4%EC%9A%B4%EB%A1%9C%EB%93%9C.jfif,"",12500,500,2025-03-06 00:00:00.000,2025-12-31 23:59:59.000,10
시티마트 장전점,"8801007526478",[비비고] 삼계탕,https://img.cjthemarket.com/images/file/product/041/20240614130722567.jpg?SF=webp,"",10900,100,2025-03-06 00:00:00.000,2025-12-31 23:59:59.000,10
시티마트 장전점,"88010430148303",신라면 멀티(5입),https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801043014830,"3팩 묶음(15개)",12600,600,2025-03-06 00:00:00.000,2025-12-31 23:59:59.000,10
시티마트 장전점,"8809180744078",잘풀)각티슈180매X6입,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%EB%B9%84%EC%97%98%EC%8B%9D%EC%9E%90%EC%9E%AC%EB%A7%88%ED%8A%B8%20%EA%B0%84%EC%84%9D%EC%A0%90/8809180744078.jpg,"",8980,100,2025-03-06 00:00:00.000,2025-12-31 23:59:59.000,10
시티마트 장전점,"8803628119138",리빙3겹데코30롤,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%EB%9F%AD%ED%82%A4%EB%A7%88%ED%8A%B8%20%EA%B2%80%EC%95%94%EC%A0%90/8803628119138.jpg,"",8980,100,2025-03-06 00:00:00.000,2025-12-31 23:59:59.000,10
시티마트 장전점,"8801007806440",[CJ] 스팸클래식,https://s3.ap-northeast-2.amazonaws.com/stage.aswemake.qmarket.com/upload/8801007806440.png,"",12900,900,2025-03-06 00:00:00.000,2025-12-31 23:59:59.000,10
시티마트 장전점,"8801392011528",[비비고] 군만두,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801392011528,"",7980,100,2025-03-06 00:00:00.000,2025-12-31 23:59:59.000,10
시티마트 장전점,"8803628119299",리빙리프레쉬30롤,https://d2rrvvl2hhzoww.cloudfront.net/upload/153/ca6c3f2c-3697-4570-86ae-dca28cb0ba1c_%EB%A6%AC%EB%B9%99%EB%A6%AC%ED%94%84%EB%A0%88%EC%89%AC.jpg,"",12000,100,2025-03-06 00:00:00.000,2025-12-31 23:59:59.000,10
시티마트 장전점,"880104711423902",동원)DHA참치250g*2입,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801047114239,"",9600,100,2025-03-06 00:00:00.000,2025-12-31 23:59:59.000,10
시티마트 장전점,"8801007636344",[햇반] 백미밥,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801007636344,"",11900,100,2025-03-06 00:00:00.000,2025-12-31 23:59:59.000,10
시티마트 장전점,"8801392009068",CJ)깨끗한계란25구,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801392009068,"",9900,100,2025-03-06 00:00:00.000,2025-12-31 23:59:59.000,10
더마트 연산4동점,"2000000000114",샤인머크켓,https://s3.ap-northeast-2.amazonaws.com/stage.aswemake.qmarket.com/upload/202256.jpg,"2kg",14900,2900,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,9
더마트 연산4동점,"2000000000117",깨끗한나라키친타올2입*5묶음,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801260331420,"130매*10입",14980,2980,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
더마트 연산4동점,"2000000000119",맥심*화이트골드믹스50입,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801037051179,"",11980,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
더마트 연산4동점,"2000000000118",청송 사과,https://s3.ap-northeast-2.amazonaws.com/sopt.seongjin.com/606d4f84c1551891db2c35ca/2909219247566.jpg,"14~16입",19800,7800,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
더마트 연산4동점,"2000000000120",돼지목살양념불고기,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%EC%97%90%EC%8A%A4%EC%9B%90%EC%8B%9D%EC%9E%90%EC%9E%AC%EB%A7%88%ED%8A%B8/KakaoTalk_20230517_094532744_21.jpg,"1팩",12000,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
더마트 연산4동점,"2000000000113",스팸클래식 300g,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801007512259,"3개 묶음",12980,980,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
더마트 연산4동점,"2000000000111",찹쌀3kg,https://d2rrvvl2hhzoww.cloudfront.net/upload/139/c15a481f-25f1-41bd-995e-f0182496e85e_%EC%8C%80.jpg,"3kg",19800,7800,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
더마트 연산4동점,"2000000000112",신라면 멀티(5입)*3팩,https://d2rrvvl2hhzoww.cloudfront.net/upload/image/111/240a57da-b6d5-4f97-806e-4e7bd56454fb_신.JPG,"3팩(15개)",14000,2000,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,9
더마트 연산4동점,"2000000000116",동물복지유정란,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%ED%99%88%EB%A7%88%ED%8A%B8%20%EC%8B%9C%EC%A7%80%EC%A0%90/4ea779b765966b114e6147c07c70f6e007451f8e.jpg,"25구",11500,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
더마트 연산4동점,"2000000000115",남)프렌치카페오리진,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%EB%9F%AD%ED%82%A4%EB%A7%88%ED%8A%B8%20%EA%B2%80%EC%95%94%EC%A0%90/8801069415659.jpg,"140+20T",21800,9800,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
포인트마트 남중점,"4902430311625",다우니바닐라1L,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/4902430311625,"",9600,100,2024-10-03 00:00:00.000,2025-08-17 23:59:59.000,10
포인트마트 남중점,"8801047146322",[동원] 자연산골뱅이,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/upload/126/948ebfb8-b448-4e13-a977-ab0537011efe_1.jfif,"",8600,100,2024-10-03 00:00:00.000,2025-08-17 23:59:59.000,10
포인트마트 남중점,"8801045214313",[오뚜기] 3배사과식초,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801045214313,"",9200,100,2024-10-03 00:00:00.000,2025-08-17 23:59:59.000,10
포인트마트 남중점,"8801007347349",CJ)다시다명품골드180g,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801007347349,"",9980,100,2024-10-03 00:00:00.000,2025-08-17 23:59:59.000,10
포인트마트 남중점,"8801007325248",비비고왕만두420g기획,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%EB%9F%AD%ED%82%A4%EB%A7%88%ED%8A%B8%20%EA%B2%80%EC%95%94%EC%A0%90/8801007325248.jpg,"",12000,100,2024-10-03 00:00:00.000,2025-08-17 23:59:59.000,6
포인트마트 남중점,"8801007823416",[햇반] 백미밥,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801007823416,"",11500,100,2024-10-03 00:00:00.000,2025-08-17 23:59:59.000,9
포인트마트 남중점,"8806325600022",비트3.2kg(리필),https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8806325600022,"",8900,100,2024-10-03 00:00:00.000,2025-08-17 23:59:59.000,10
포인트마트 남중점,"8801045010526",[오뚜기] 오뚜기카레 약간매운맛,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F0a88fe24-3cdb-46de-8484-329f914365b6%2F0a88fe24-3cdb-46de-8484-329f914365b6_front_angle_1000.jpg?alt=media&token=955820f6-6086-4c2b-9124-cf52effad118,"",11000,100,2024-10-03 00:00:00.000,2025-08-17 23:59:59.000,10
포인트마트 남중점,"8801037051179",맥심화이트골드50T,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801037051179,"",12900,900,2024-10-03 00:00:00.000,2025-08-17 23:59:59.000,9
포인트마트 남중점,"8809257330883",단호박마차15T,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8809257330883,"",7000,100,2024-10-03 00:00:00.000,2025-08-17 23:59:59.000,9
장평마트,"8801005133029",[샘표] 진간장 금F3,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801005133029,"1.7L",10700,100,2025-03-01 00:00:00.000,2025-03-31 23:59:59.000,10
장평마트,"8801075015614",[해표] 순창 태양초 골드고추장,https://s3.ap-northeast-2.amazonaws.com/sopt.seongjin.com/606d4f84c1551891db2c35ca/KakaoTalk_20210730_104629193_04.jpg,"1,8KG+450g",13350,1350,2025-03-01 00:00:00.000,2025-03-31 23:59:59.000,10
장평마트,"8801043014830",[농심] 신라면,https://d2rrvvl2hhzoww.cloudfront.net/upload/image/111/240a57da-b6d5-4f97-806e-4e7bd56454fb_신.JPG,"5입",4550,100,2025-03-01 00:00:00.000,2025-03-31 23:59:59.000,10
장평마트,"8801117569310",오리온초코파이,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801117544614,"30p",10500,100,2025-03-01 00:00:00.000,2025-03-31 23:59:59.000,7
장평마트,"8809619850110",전원팜 (대란) 30구,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%EB%9F%AD%ED%82%A4%EB%A7%88%ED%8A%B8%20%EA%B2%80%EC%95%94%EC%A0%90/C1058D99-7140-4B01-A91B-E33C778AFD14.jpeg,"30구",6980,100,2025-03-01 00:00:00.000,2025-03-31 23:59:59.000,8
장평마트,"202358",사과,https://s3.ap-northeast-2.amazonaws.com/stage.aswemake.qmarket.com/upload/%ED%81%90%EB%A7%88%EC%BC%93_%EB%B6%80%EC%82%AC2.png,"",5980,100,2025-03-01 00:00:00.000,2025-03-31 23:59:59.000,10
장평마트,"8809212021429",운장산잡화벌꿀,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8809212021429,"1.2kg",14000,2000,2025-03-01 00:00:00.000,2025-03-31 23:59:59.000,10
장평마트,"8801019318320",해태)후렌치파이딸기,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801019307133,"384g",6650,100,2025-03-01 00:00:00.000,2025-03-31 23:59:59.000,10
장평마트,"8801062883004",롯데)카스타드24입,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801062883004,"24입",9480,100,2025-03-01 00:00:00.000,2025-03-31 23:59:59.000,10
장평마트,"8809381794834",헬로)에코 베어,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%ED%95%9C%EB%A7%88%EC%9D%8C%EB%A7%88%ED%8A%B8%20%EC%B2%9C%EC%95%88%EC%A0%90/8809381794834.jpg,"3겹*30롤",9500,100,2025-03-01 00:00:00.000,2025-03-31 23:59:59.000,10
장평마트,"8801056226770",펩시라임1.5+1.5,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%EA%B8%88%EB%A9%94%EB%8B%AC%20%EC%8B%9D%EC%9E%90%EC%9E%AC%EB%A7%88%ED%8A%B8/%ED%8E%A9%EC%8B%9C%EB%B8%94%EB%9E%9915002%EC%9E%85.jpg,"1.5L*2",4200,100,2025-03-01 00:00:00.000,2025-03-31 23:59:59.000,10
다연홈마트 숭의점,"8809195399928",서진)위생종이컵,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%ED%95%9C%EB%A7%88%EC%9D%8C%EB%A7%88%ED%8A%B8%20%EC%B2%9C%EC%95%88%EC%A0%90/8809437830301.jpeg,"50개X20줄",12500,500,2024-08-17 00:00:00.000,2025-08-17 23:59:59.000,10
다연홈마트 숭의점,"8801392009068",CJ)깨끗한계란,https://s3.ap-northeast-2.amazonaws.com/stage.aswemake.qmarket.com/upload/8801114132333.jpg,"25구",12000,100,2024-08-17 00:00:00.000,2025-08-17 23:59:59.000,7
다연홈마트 숭의점,"1231232",백)카누셋트(말차+밀크티),https://d2rrvvl2hhzoww.cloudfront.net/upload/269/c81ef73c-ddfe-4e9c-b620-c942bdf2832d_KakaoTalk_20240817_113532401_08.jpg,"2개",11200,100,2024-08-17 00:00:00.000,2025-08-17 23:59:59.000,10
다연홈마트 숭의점,"8801199021041",푸드림갈색설탕,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801199021041,"5kg",13000,100,2024-08-17 00:00:00.000,2025-08-17 23:59:59.000,9
다연홈마트 숭의점,"8801492359841",정육)하림닭볶음탕용,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%EB%B9%85%EB%A7%88%EC%BC%93%20%EC%A3%BC%EC%9B%94%EC%A0%90/%ED%95%98%EB%A6%BC%20%EB%8B%AD%EB%B3%B6%EC%9D%8C%ED%83%95%EC%9A%A9.jpg,"600g",7500,100,2024-08-17 00:00:00.000,2025-08-17 23:59:59.000,10
다연홈마트 숭의점,"11115",정육)떡갈비스테이크,https://d2rrvvl2hhzoww.cloudfront.net/upload/269/64d4e25b-e0ac-4254-bbe6-75a5612d0b02_KakaoTalk_20240817_113532401_02.jpg,"6장",10000,100,2024-08-17 00:00:00.000,2025-08-17 23:59:59.000,8
다연홈마트 숭의점,"8801199012117",대한제당 하얀설탕,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801199012117,"5kg",12800,800,2024-08-17 00:00:00.000,2025-08-17 23:59:59.000,10
다연홈마트 숭의점,"8801007555676",비비고새우왕교자,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801007555676,"315g*2",11800,100,2024-08-17 00:00:00.000,2025-08-17 23:59:59.000,9
다연홈마트 숭의점,"8801007792392",[CJ] 해찬들 태양초골드고추장,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801007792392,"800g+200g",12500,500,2024-08-17 00:00:00.000,2025-08-17 23:59:59.000,8
다연홈마트 숭의점,"1231231",백)런천미트 6개입,https://d2rrvvl2hhzoww.cloudfront.net/upload/269/02916f35-da36-4b43-8b72-b62568d07c80_KakaoTalk_20240817_113532401_09.jpg,"6개",11880,100,2024-08-17 00:00:00.000,2025-08-17 23:59:59.000,9
다연홈마트 숭의점,"8801037051179",맥심)화이트골드믹스,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801037051179,"50T",12900,900,2024-08-17 00:00:00.000,2025-08-17 23:59:59.000,6
다연홈마트 숭의점,"8801007301648",CJ)비비고군만두,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801007301648,"450g*2",11500,100,2024-08-17 00:00:00.000,2025-08-17 23:59:59.000,8
다연홈마트 숭의점,"8801155721701",다방커피 헤이즐넛,https://d2rrvvl2hhzoww.cloudfront.net/upload/269/617cf04e-ae02-4d5f-8c2d-c84442f96380_%EB%8B%A4%EB%B0%A9%EC%BB%A4%ED%94%BC.jpg,"250ml",1500,100,2024-08-17 00:00:00.000,2025-08-17 23:59:59.000,10
다연홈마트 숭의점,"1231236",백)랩신)컬러핸드워시포도향,https://d2rrvvl2hhzoww.cloudfront.net/upload/269/710d0d5a-9b98-495e-bc5f-e25043c349bb_KakaoTalk_20240817_113532401.jpg,"3개",11940,100,2024-08-17 00:00:00.000,2025-08-17 23:59:59.000,10
다연홈마트 숭의점,"1231235",백)다시다셋트(쇠고기+멸치),https://d2rrvvl2hhzoww.cloudfront.net/upload/269/96f6edbf-9b63-4db9-a75d-dec969b127f7_KakaoTalk_20240817_113532401_01.jpg,"2셋트",11800,100,2024-08-17 00:00:00.000,2025-08-17 23:59:59.000,10
